,0,1,2,3,4,5,6,7,8,9,10,11,12,13
102,62,-,68,2,0,91.17,4,caught,1,,v Australia,Perth,28 Jan 2018,ODI # 3968
103,71,124,75,5,1,94.66,3,bowled,1,,v New Zealand,Hamilton,25 Feb 2018,ODI # 3980
104,9,26,18,1,0,50.00,3,caught,2,,v New Zealand,Mount Maunganui,28 Feb 2018,ODI # 3981
105,20,26,22,3,0,90.90,3,caught,1,,v New Zealand,Wellington,3 Mar 2018,ODI # 3982
106,102,155,101,6,2,100.99,3,caught,1,,v New Zealand,Dunedin,7 Mar 2018,ODI # 3989
107,23*,47,37,1,0,62.16,3,not out,2,,v New Zealand,Christchurch,10 Mar 2018,ODI # 3992
108,29,-,25,3,1,116.00,4,run out,2,,v Scotland,Edinburgh,10 Jun 2018,ODI # 4008
109,50,111,71,4,0,70.42,4,caught,2,,v Australia,The Oval,13 Jun 2018,ODI # 4009
110,22,40,24,2,0,91.66,4,caught,1,,v Australia,Cardiff,16 Jun 2018,ODI # 4010
111,4*,-,6,0,0,66.66,7,not out,1,,v Australia,Nottingham,19 Jun 2018,ODI # 4011
112,27,-,35,2,1,77.14,4,bowled,2,,v Australia,Chester-le-Street,21 Jun 2018,ODI # 4012
113,1,-,3,0,0,33.33,4,caught,2,,v Australia,Manchester,24 Jun 2018,ODI # 4013
114,3,-,6,0,0,50.00,3,lbw,1,,v India,Nottingham,12 Jul 2018,ODI # 4014
115,113*,-,116,8,1,97.41,3,not out,1,,v India,Lord's,14 Jul 2018,ODI # 4016
116,100*,155,120,10,0,83.33,3,not out,2,,v India,Leeds,17 Jul 2018,ODI # 4018
117,25*,-,28,4,0,89.28,3,not out,1,,v Sri Lanka,Dambulla,10 Oct 2018,ODI # 4052
118,71,116,83,6,0,85.54,3,caught,1,,v Sri Lanka,Dambulla,13 Oct 2018,ODI # 4053
119,8,-,10,1,0,80.00,3,bowled,2,,v Sri Lanka,Pallekele,17 Oct 2018,ODI # 4054
120,32*,-,57,0,0,56.14,3,not out,2,,v Sri Lanka,Pallekele,20 Oct 2018,ODI # 4055
121,10,-,16,0,0,62.50,3,caught,2,,v Sri Lanka,Colombo (RPS),23 Oct 2018,ODI # 4058
122,102,167,97,9,0,105.15,3,caught,2,,v West Indies,Bridgetown,20 Feb 2019,ODI # 4096
123,36,58,40,6,0,90.00,3,caught,2,,v West Indies,Bridgetown,22 Feb 2019,ODI # 4097
124,TDNB,-,-,-,-,-,-,-,-,,v West Indies,St George's,25 Feb 2019,ODI # 4098
125,5,-,10,0,0,50.00,3,caught,1,,v West Indies,St George's,27 Feb 2019,ODI # 4099
126,1,-,2,0,0,50.00,3,caught,1,,v West Indies,Gros Islet,2 Mar 2019,ODI # 4103
127,7,8,6,1,0,116.66,3,lbw,2,,v Ireland,Dublin (Malahide),3 May 2019,ODI # 4127
128,TDNB,-,-,-,-,-,-,-,-,,v Pakistan,The Oval,8 May 2019,ODI # 4130
129,40,69,54,3,0,74.07,3,caught,1,,v Pakistan,Southampton,11 May 2019,ODI # 4133
130,43,79,36,4,1,119.44,3,caught,2,,v Pakistan,Bristol,14 May 2019,ODI # 4135
131,36,68,41,3,0,87.80,3,caught,2,,v Pakistan,Nottingham,17 May 2019,ODI # 4138
132,84,112,73,9,0,115.06,3,caught,1,,v Pakistan,Leeds,19 May 2019,ODI # 4140
133,51,83,59,5,0,86.44,3,caught,1,,v South Africa,The Oval,30 May 2019,ODI # 4143
134,107,168,104,10,1,102.88,3,caught,2,,v Pakistan,Nottingham,3 Jun 2019,ODI # 4148
135,21,54,29,1,0,72.41,3,bowled,1,,v Bangladesh,Cardiff,8 Jun 2019,ODI # 4153
136,100*,164,94,11,0,106.38,2,not out,2,,v West Indies,Southampton,14 Jun 2019,ODI # 4158
137,88,155,82,5,1,107.31,3,caught,1,,v Afghanistan,Manchester,18 Jun 2019,ODI # 4163
138,57,126,89,3,0,64.04,3,caught,2,,v Sri Lanka,Leeds,21 Jun 2019,ODI # 4168
139,8,16,9,2,0,88.88,3,lbw,2,,v Australia,Lord's,25 Jun 2019,ODI # 4173
140,44,96,54,2,0,81.48,3,caught,1,,v India,Birmingham,30 Jun 2019,ODI # 4179
141,24,54,25,1,0,96.00,3,caught,1,,v New Zealand,Chester-le-Street,3 Jul 2019,ODI # 4183
142,49*,67,46,8,0,106.52,3,not out,2,,v Australia,Birmingham,11 Jul 2019,ODI # 4191
143,7,40,30,0,0,23.33,3,caught,2,,v New Zealand,Lord's,14 Jul 2019,ODI # 4192
144,17,28,21,0,0,80.95,3,run out,1,,v South Africa,Cape Town,4 Feb 2020,ODI # 4234
145,TDNB,-,-,-,-,-,-,-,-,,v South Africa,Durban,7 Feb 2020,ODI # 4238
146,49,88,52,3,0,94.23,3,caught,2,,v South Africa,Johannesburg,9 Feb 2020,ODI # 4242
147,1,15,11,0,0,9.09,3,caught,2,,v Australia,Manchester,11 Sep 2020,ODI # 4259
148,39,88,73,4,1,53.42,3,caught,1,,v Australia,Manchester,13 Sep 2020,ODI # 4260
149,0,1,1,0,0,0.00,3,lbw,1,,v Australia,Manchester,16 Sep 2020,ODI # 4261
150,79*,134,87,4,0,90.80,3,not out,2,,v Sri Lanka,Chester-le-Street,29 Jun 2021,ODI # 4296
151,68*,131,87,5,0,78.16,3,not out,2,,v Sri Lanka,The Oval,1 Jul 2021,ODI # 4297
152,TDNB,-,-,-,-,-,-,-,-,,v Sri Lanka,Bristol,4 Jul 2021,ODI # 4298
